BookName,ChapterName,CharacterName,Percentile
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2686044114615544
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2704328108054816
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2799193751574705
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.2834467120181405
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.298185941043084
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3052503052503053
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3074452003023431
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3102453102453102
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3151927437641724
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.318639455782313
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3226253464348703
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3265306122448979
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3436041083099908
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3502141597379693
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3561507936507937
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3634787248232627
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3656462585034013
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.3731030873888017
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.38857967429396
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4453514739229025
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4467120181405897
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4526077097505667
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4586977648202137
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4627911770768913
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4653061224489796
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4672535680939043
"Immortals of Meluha","CHAPTER 2: Land of Pure Life","shiva",1.4756865709246663
